,All Items,Food,Food Excl Food Serving Services,Bread & Cereals,Rice,Flour,Bread,Noodles & Pasta,Biscuits & Cookies,Cakes & Pastries,Other Cereals,Meat,"Pork, Chilled","Beef, Chilled","Mutton, Chilled","Poultry, Chilled","Meat, Frozen",Meat Preparations,Fish & Seafood,"Fish, Chilled","Fish, Frozen",Other Seafood,Seafood Preparations,"Milk, Cheese & Eggs",Formula Milk Powder,Other Milk & Dairy Products,Eggs,Oils & Fats,Butter & Other Fats,Cooking Oils,Fruits,"Tropical Fruits, Fresh","Citrus, Berries & Other Fruits, Fresh",Preserved Fruits & Nuts,Vegetables,"Leafy Vegetables, Fresh","Fruit Vegetables, Fresh","Root Vegetables, Fresh",Other Vegetables & Preparations,"Sugar, Preserves & Confectionery",Sugar,Confectionery & Ice-cream,Sugar Preserves & Spread,Non-alcoholic Beverages,Coffee & Tea,Soft Drinks,Other Beverages,Other Food,Food Serving Services,Restaurant Food,Fast Food,Hawker Food,Hawker Centres,Food Courts & Coffee Shops,Catered Food,Clothing & Footwear,Clothing,Men's Clothing,Women's Clothing,Children's Clothing,Other Articles & Related Services,Footwear,Men's Footwear,Women's Footwear,Children's Footwear,Housing & Utilities,Accommodation3,Utilities & Other Fuels,Water Supply,Refuse Collection,Electricity,Gas,Household Durables & Services,Household Durables,Furniture,Furnishings,Other Household Textiles,Household Appliances,Utensils & Others,Household Services & Supplies,Non-durable Household Goods,Domestic & Household Services,Health Care,Medicines & Health Products,Medicines & Vitamins,Medical Products,Outpatient Services,Fees At Polyclinics,Fees At General Practitioners (GP) Clinics,Fees At Specialist Outpatient Clinics,Dental Services,Paramedical Services,Hospital Services,Health Insurance,Transport,Private Transport,Cars,Motorcycles,Petrol,Other Private Transport,Public Transport,Bus & Train Fares,Point-to-point Transport Services2,Other Public Transport,Other Transport Services,Air Fares,Other Transport,Communication,Postage & Courier Services,Telecommunication Equipment,Telecommunication Services,Recreation & Culture,Recreational & Cultural Goods,Information Processing Equipment,Audio-visual Equipment & Others,Games & Toys,Pets & Related Products,Other Recreational & Cultural Goods,Recreational & Cultural Services,Sport Services & Other Fees,Cinema Tickets,Charges To Places Of Interest,Other Recreational & Cultural Services,"Newspapers, Books & Stationery",Newspapers & Magazines,Books & Stationery,Holiday Expenses,Package Tours,Hotels & Other Expenses,Education,Tuition & Other Fees,Primary Education,Secondary Education,"Other General, Vocational & Higher Education",Enrichment & Supplementary Courses,Textbooks & Study Guides,Miscellaneous Goods & Services,Personal Care,Hairdressing,Personal Grooming Services,Other Personal Care,Alcoholic Drinks & Tobacco,Spirits & Wine,Beer,Cigarettes,Personal Effects,Jewellery & Watches,Other Personal Effects,Social Services,Other Miscellaneous Services,All Items Less Imputed Rentals On Owner-occupied Accommodation3,All Items Less Accommodation3
1966 H2,2.1,2.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.9,na,na,na,na,na,na,na,na,na,-0.2,na,na,na,na,na,na,6,na,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.2,na,na,na,na,na,na,1.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1967 H1,2.3,3.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.1,na,na,na,na,na,na,na,na,na,2.3,na,na,na,na,na,na,5.5,na,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,0.1,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-1.8,na,na,na,na,na,na,0.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1967 H2,4.2,6.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.3,na,na,na,na,na,na,na,na,na,2.7,na,na,na,na,na,na,7.2,na,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,0.1,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-1.8,na,na,na,na,na,na,0.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1968 H1,2.2,3.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.3,na,na,na,na,na,na,na,na,na,1.1,na,na,na,na,na,na,3.4,na,na,na,na,na,na,na,na,na,0.5,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-1.6,na,na,na,na,na,na,2.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1968 H2,-0.8,-2.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.8,na,na,na,na,na,na,na,na,na,1.3,na,na,na,na,na,na,0.6,na,na,na,na,na,na,na,na,na,2.5,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-1.6,na,na,na,na,na,na,5.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1969 H1,-0.8,-3.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.9,na,na,na,na,na,na,na,na,na,2.1,na,na,na,na,na,na,-0.6,na,na,na,na,na,na,na,na,na,9.4,na,na,na,na,na,na,na,na,na,na,na,0.2,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.1,na,na,na,na,na,na,4.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1969 H2,0.3,-0.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.4,na,na,na,na,na,na,na,na,na,2.3,na,na,na,na,na,na,-0.3,na,na,na,na,na,na,na,na,na,7.3,na,na,na,na,na,na,na,na,na,na,na,0.2,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.1,na,na,na,na,na,na,2.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1970 H1,0.3,-0.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.7,na,na,na,na,na,na,na,na,na,0.5,na,na,na,na,na,na,2.7,na,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,-0.1,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.1,na,na,na,na,na,na,3.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1970 H2,0.3,-0.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.4,na,na,na,na,na,na,na,na,na,1,na,na,na,na,na,na,0.9,na,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,-0.1,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.1,na,na,na,na,na,na,3.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1971 H1,1.9,2.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.1,na,na,na,na,na,na,na,na,na,2.4,na,na,na,na,na,na,-0.4,na,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,2.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-1,na,na,na,na,na,na,0.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1971 H2,1.9,2.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.3,na,na,na,na,na,na,na,na,na,2.1,na,na,na,na,na,na,2.3,na,na,na,na,na,na,na,na,na,-0.4,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,2.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-1.4,na,na,na,na,na,na,0.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1972 H1,1.1,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.3,na,na,na,na,na,na,na,na,na,1.9,na,na,na,na,na,na,1.7,na,na,na,na,na,na,na,na,na,-1.6,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-0.1,na,na,na,na,na,na,1.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1972 H2,3.1,3.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.3,na,na,na,na,na,na,na,na,na,1.3,na,na,na,na,na,na,0.3,na,na,na,na,na,na,na,na,na,-0.8,na,na,na,na,na,na,na,na,na,na,na,0.1,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.8,na,na,na,na,na,na,5.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1973 H1,12,19.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,10.8,na,na,na,na,na,na,na,na,na,2.9,na,na,na,na,na,na,6.8,na,na,na,na,na,na,na,na,na,0.8,na,na,na,na,na,na,na,na,na,na,na,0.3,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.2,na,na,na,na,na,na,11.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1973 H2,27.1,48,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,22.2,na,na,na,na,na,na,na,na,na,4.1,na,na,na,na,na,na,21.1,na,na,na,na,na,na,na,na,na,4.9,na,na,na,na,na,na,na,na,na,na,na,0.5,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,2.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.7,na,na,na,na,na,na,9.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1974 H1,30,41.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,15.7,na,na,na,na,na,na,na,na,na,12.3,na,na,na,na,na,na,30.8,na,na,na,na,na,na,na,na,na,18.5,na,na,na,na,na,na,na,na,na,na,na,35.8,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,8.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.7,na,na,na,na,na,na,13.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1974 H2,15.8,13.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5.1,na,na,na,na,na,na,na,na,na,16,na,na,na,na,na,na,20.6,na,na,na,na,na,na,na,na,na,16.2,na,na,na,na,na,na,na,na,na,na,na,45,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,7.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.8,na,na,na,na,na,na,16.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1975 H1,4.5,3.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-0.6,na,na,na,na,na,na,na,na,na,6.1,na,na,na,na,na,na,7.1,na,na,na,na,na,na,na,na,na,5.9,na,na,na,na,na,na,na,na,na,na,na,7.7,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4,na,na,na,na,na,na,8.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1975 H2,0.7,-1.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-2.1,na,na,na,na,na,na,na,na,na,8,na,na,na,na,na,na,1.9,na,na,na,na,na,na,na,na,na,7.1,na,na,na,na,na,na,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.2,na,na,na,na,na,na,7.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1976 H1,-1.4,-6.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.2,na,na,na,na,na,na,na,na,na,10.1,na,na,na,na,na,na,-0.2,na,na,na,na,na,na,na,na,na,4.2,na,na,na,na,na,na,na,na,na,na,na,4.5,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.4,na,na,na,na,na,na,4.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1976 H2,-2.4,-6.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.2,na,na,na,na,na,na,na,na,na,3.5,na,na,na,na,na,na,-1.6,na,na,na,na,na,na,na,na,na,1.2,na,na,na,na,na,na,na,na,na,na,na,4.1,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.3,na,na,na,na,na,na,0.6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1977 H1,1.1,1.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.4,na,na,na,na,na,na,na,na,na,1.1,na,na,na,na,na,na,0.5,na,na,na,na,na,na,na,na,na,1.8,na,na,na,na,na,na,na,na,na,na,na,0.5,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,-0.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.5,na,na,na,na,na,na,1.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1977 H2,5.3,8.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.5,na,na,na,na,na,na,na,na,na,1.1,na,na,na,na,na,na,3.5,na,na,na,na,na,na,na,na,na,1.4,na,na,na,na,na,na,na,na,na,na,na,0.7,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2.3,na,na,na,na,na,na,3.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1978 H1,4.5,7.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.5,na,na,na,na,na,na,na,na,na,0.3,na,na,na,na,na,na,2.3,na,na,na,na,na,na,na,na,na,3.5,na,na,na,na,na,na,na,na,na,na,na,1.1,na,na,na,na,na,na,na,na,na,na,na,na,2,na,na,na,5.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,na,na,na,na,na,na,4.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
