,All Items,Food,Food Excl Food Serving Services,Bread & Cereals,Rice,Flour,Bread,Noodles & Pasta,Biscuits & Cookies,Cakes & Pastries,Other Cereals,Meat,"Pork, Chilled","Beef, Chilled","Mutton, Chilled","Poultry, Chilled","Meat, Frozen",Meat Preparations,Fish & Seafood,"Fish, Chilled","Fish, Frozen",Other Seafood,Seafood Preparations,"Milk, Cheese & Eggs",Formula Milk Powder,Other Milk & Dairy Products,Eggs,Oils & Fats,Butter & Other Fats,Cooking Oils,Fruits,"Tropical Fruits, Fresh","Citrus, Berries & Other Fruits, Fresh",Preserved Fruits & Nuts,Vegetables,"Leafy Vegetables, Fresh","Fruit Vegetables, Fresh","Root Vegetables, Fresh",Other Vegetables & Preparations,"Sugar, Preserves & Confectionery",Sugar,Confectionery & Ice-cream,Sugar Preserves & Spread,Non-alcoholic Beverages,Coffee & Tea,Soft Drinks,Other Beverages,Other Food,Food Serving Services,Restaurant Food,Fast Food,Hawker Food,Hawker Centres,Food Courts & Coffee Shops,Catered Food,Clothing & Footwear,Clothing,Men's Clothing,Women's Clothing,Children's Clothing,Other Articles & Related Services,Footwear,Men's Footwear,Women's Footwear,Children's Footwear,Housing & Utilities,Accommodation3,Utilities & Other Fuels,Water Supply,Refuse Collection,Electricity,Gas,Household Durables & Services,Household Durables,Furniture,Furnishings,Other Household Textiles,Household Appliances,Utensils & Others,Household Services & Supplies,Non-durable Household Goods,Domestic & Household Services,Health Care,Medicines & Health Products,Medicines & Vitamins,Medical Products,Outpatient Services,Fees At Polyclinics,Fees At General Practitioners (GP) Clinics,Fees At Specialist Outpatient Clinics,Dental Services,Paramedical Services,Hospital Services,Health Insurance,Transport,Private Transport,Cars,Motorcycles,Petrol,Other Private Transport,Public Transport,Bus & Train Fares,Point-to-point Transport Services2,Other Public Transport,Other Transport Services,Air Fares,Other Transport,Communication,Postage & Courier Services,Telecommunication Equipment,Telecommunication Services,Recreation & Culture,Recreational & Cultural Goods,Information Processing Equipment,Audio-visual Equipment & Others,Games & Toys,Pets & Related Products,Other Recreational & Cultural Goods,Recreational & Cultural Services,Sport Services & Other Fees,Cinema Tickets,Charges To Places Of Interest,Other Recreational & Cultural Services,"Newspapers, Books & Stationery",Newspapers & Magazines,Books & Stationery,Holiday Expenses,Package Tours,Hotels & Other Expenses,Education,Tuition & Other Fees,Primary Education,Secondary Education,"Other General, Vocational & Higher Education",Enrichment & Supplementary Courses,Textbooks & Study Guides,Miscellaneous Goods & Services,Personal Care,Hairdressing,Personal Grooming Services,Other Personal Care,Alcoholic Drinks & Tobacco,Spirits & Wine,Beer,Cigarettes,Personal Effects,Jewellery & Watches,Other Personal Effects,Social Services,Other Miscellaneous Services,All Items Less Imputed Rentals On Owner-occupied Accommodation3,All Items Less Accommodation3
1971 H1,27.515,24.638,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,58.299,na,na,na,na,na,na,na,na,na,30.141,na,na,na,na,na,na,38.002,na,na,na,na,na,na,na,na,na,20.454,na,na,na,na,na,na,na,na,na,na,na,20.651,na,na,na,na,na,na,na,na,na,na,na,na,133.733,na,na,na,50.38,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,15.669,na,na,na,na,na,na,21.553,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1971 H2,27.664,24.724,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,59.249,na,na,na,na,na,na,na,na,na,30.484,na,na,na,na,na,na,38.765,na,na,na,na,na,na,na,na,na,20.379,na,na,na,na,na,na,na,na,na,na,na,20.645,na,na,na,na,na,na,na,na,na,na,na,na,133.733,na,na,na,50.461,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,15.594,na,na,na,na,na,na,21.661,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1972 H1,27.827,24.879,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,59.652,na,na,na,na,na,na,na,na,na,30.711,na,na,na,na,na,na,38.647,na,na,na,na,na,na,na,na,na,20.125,na,na,na,na,na,na,na,na,na,na,na,20.645,na,na,na,na,na,na,na,na,na,na,na,na,133.733,na,na,na,50.61,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,15.66,na,na,na,na,na,na,21.842,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1972 H2,28.534,25.692,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,60.046,na,na,na,na,na,na,na,na,na,30.871,na,na,na,na,na,na,38.899,na,na,na,na,na,na,na,na,na,20.209,na,na,na,na,na,na,na,na,na,na,na,20.666,na,na,na,na,na,na,na,na,na,na,na,na,133.733,na,na,na,50.623,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,15.725,na,na,na,na,na,na,22.882,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1973 H1,31.161,29.627,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,66.072,na,na,na,na,na,na,na,na,na,31.587,na,na,na,na,na,na,41.27,na,na,na,na,na,na,na,na,na,20.278,na,na,na,na,na,na,na,na,na,na,na,20.709,na,na,na,na,na,na,na,na,na,na,na,na,133.733,na,na,na,51.122,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,15.847,na,na,na,na,na,na,24.344,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1973 H2,36.256,38.032,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,73.38,na,na,na,na,na,na,na,na,na,32.122,na,na,na,na,na,na,47.099,na,na,na,na,na,na,na,na,na,21.201,na,na,na,na,na,na,na,na,na,na,na,20.776,na,na,na,na,na,na,na,na,na,na,na,na,133.733,na,na,na,51.966,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,16.457,na,na,na,na,na,na,25.008,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1974 H1,40.511,41.847,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,76.415,na,na,na,na,na,na,na,na,na,35.471,na,na,na,na,na,na,53.986,na,na,na,na,na,na,na,na,na,24.036,na,na,na,na,na,na,na,na,na,na,na,28.113,na,na,na,na,na,na,na,na,na,na,na,na,133.733,na,na,na,55.588,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,16.589,na,na,na,na,na,na,27.679,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1974 H2,41.984,43.115,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,77.141,na,na,na,na,na,na,na,na,na,37.251,na,na,na,na,na,na,56.813,na,na,na,na,na,na,na,na,na,24.645,na,na,na,na,na,na,na,na,na,na,na,30.127,na,na,na,na,na,na,na,na,na,na,na,na,133.733,na,na,na,55.92,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,17.249,na,na,na,na,na,na,29.03,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1975 H1,42.348,43.458,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,75.994,na,na,na,na,na,na,na,na,na,37.633,na,na,na,na,na,na,57.797,na,na,na,na,na,na,na,na,na,25.457,na,na,na,na,na,na,na,na,na,na,na,30.274,na,na,na,na,na,na,na,na,na,na,na,na,133.733,na,na,na,56.168,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,17.255,na,na,na,na,na,na,29.998,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1975 H2,42.273,42.4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,75.541,na,na,na,na,na,na,na,na,na,40.214,na,na,na,na,na,na,57.911,na,na,na,na,na,na,na,na,na,26.394,na,na,na,na,na,na,na,na,na,na,na,30.434,na,na,na,na,na,na,na,na,na,na,na,na,133.733,na,na,na,56.441,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,17.283,na,na,na,na,na,na,31.194,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1976 H1,41.739,40.756,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,76.154,na,na,na,na,na,na,na,na,na,41.442,na,na,na,na,na,na,57.679,na,na,na,na,na,na,na,na,na,26.528,na,na,na,na,na,na,na,na,na,na,na,31.635,na,na,na,na,na,na,na,na,na,na,na,na,133.733,na,na,na,56.397,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,17.322,na,na,na,na,na,na,31.241,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1976 H2,41.278,39.794,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,76.423,na,na,na,na,na,na,na,na,na,41.641,na,na,na,na,na,na,57.006,na,na,na,na,na,na,na,na,na,26.721,na,na,na,na,na,na,na,na,na,na,na,31.689,na,na,na,na,na,na,na,na,na,na,na,na,133.733,na,na,na,56.418,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,17.514,na,na,na,na,na,na,31.386,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1977 H1,42.214,41.305,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,77.237,na,na,na,na,na,na,na,na,na,41.907,na,na,na,na,na,na,57.965,na,na,na,na,na,na,na,na,na,27.003,na,na,na,na,na,na,na,na,na,na,na,31.781,na,na,na,na,na,na,na,na,na,na,na,na,133.733,na,na,na,56.232,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,17.582,na,na,na,na,na,na,31.673,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1977 H2,43.449,43.284,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,77.599,na,na,na,na,na,na,na,na,na,42.11,na,na,na,na,na,na,59.008,na,na,na,na,na,na,na,na,na,27.098,na,na,na,na,na,na,na,na,na,na,na,31.922,na,na,na,na,na,na,na,na,na,na,na,na,133.733,na,na,na,56.567,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,17.92,na,na,na,na,na,na,32.392,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1978 H1,44.109,44.23,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,78.405,na,na,na,na,na,na,na,na,na,42.024,na,na,na,na,na,na,59.281,na,na,na,na,na,na,na,na,na,27.959,na,na,na,na,na,na,na,na,na,na,na,32.141,na,na,na,na,na,na,na,na,na,na,na,na,136.449,na,na,na,59.132,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,18.462,na,na,na,na,na,na,33.092,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1978 H2,45.036,45.163,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,79.367,na,na,na,na,na,na,na,na,na,41.972,na,na,na,na,na,na,59.877,na,na,na,na,na,na,na,na,na,28.449,na,na,na,na,na,na,na,na,na,na,na,34.938,na,na,na,na,na,na,na,na,na,na,na,na,139.199,na,na,na,61.905,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,18.908,na,na,na,na,na,na,33.192,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1979 H1,45.211,44.606,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,80.772,na,na,na,na,na,na,na,na,na,42.476,na,na,na,na,na,na,61.273,na,na,na,na,na,na,na,na,na,28.692,na,na,na,na,na,na,na,na,na,na,na,34.975,na,na,na,na,na,na,na,na,na,na,na,na,139.199,na,na,na,63.076,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,19.357,na,na,na,na,na,na,33.411,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1979 H2,47.504,47.025,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,82.57,na,na,na,na,na,na,na,na,na,45.793,na,na,na,na,na,na,63.094,na,na,na,na,na,na,na,na,na,29.799,na,na,na,na,na,na,na,na,na,na,na,38.769,na,na,na,na,na,na,na,na,na,na,na,na,139.199,na,na,na,63.842,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,19.655,na,na,na,na,na,na,33.769,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1980 H1,49.627,49.101,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,82.752,na,na,na,na,na,na,na,na,na,49.03,na,na,na,na,na,na,64.112,na,na,na,na,na,na,na,na,na,30.799,na,na,na,na,na,na,na,na,na,na,na,41.617,na,na,na,na,na,na,na,na,na,na,na,na,139.199,na,na,na,64.528,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,21.012,na,na,na,na,na,na,35.663,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1980 H2,51.007,50.272,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,83.652,na,na,na,na,na,na,na,na,na,51.282,na,na,na,na,na,na,67.519,na,na,na,na,na,na,na,na,na,31.832,na,na,na,na,na,na,na,na,na,na,na,42.676,na,na,na,na,na,na,na,na,na,na,na,na,139.199,na,na,na,66.294,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,21.255,na,na,na,na,na,na,37.347,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1981 H1,52.937,52.505,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.192,na,na,na,na,na,na,na,na,na,51.648,na,na,na,na,na,na,68.319,na,na,na,na,na,na,na,na,na,32.781,na,na,na,na,na,na,na,na,na,na,na,45.721,na,na,na,na,na,na,na,na,na,na,na,na,139.199,na,na,na,70.075,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,22.362,na,na,na,na,na,na,38.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1981 H2,55.938,56.621,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,85.215,na,na,na,na,na,na,na,na,na,53.933,na,na,na,na,na,na,68.262,na,na,na,na,na,na,na,na,na,33.773,na,na,na,na,na,na,na,na,na,na,na,48.052,na,na,na,na,na,na,na,na,na,na,na,na,139.199,na,na,na,72.411,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,22.617,na,na,na,na,na,na,39.99,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1982 H1,56.524,57.448,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,85.336,na,na,na,na,na,na,na,na,na,54.413,na,na,na,na,na,na,69.512,na,na,na,na,na,na,na,na,na,34.499,na,na,na,na,na,na,na,na,na,na,na,48.022,na,na,na,na,na,na,na,na,na,na,na,na,139.199,na,na,na,72.185,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,22.9,na,na,na,na,na,na,41.181,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1982 H2,56.616,57.045,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.798,na,na,na,na,na,na,na,na,na,55.07,na,na,na,na,na,na,69.768,na,na,na,na,na,na,na,na,na,35.589,na,na,na,na,na,na,na,na,na,na,na,48.333,na,na,na,na,na,na,na,na,na,na,na,na,139.199,na,na,na,71.973,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,22.9,na,na,na,na,na,na,41.488,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1983 H1,56.999,57.094,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,85.102,na,na,na,na,na,na,na,na,na,55.282,na,na,na,na,na,na,70.316,na,na,na,na,na,na,na,na,na,37.541,na,na,na,na,na,na,na,na,na,na,na,48.466,na,na,na,na,na,na,na,na,na,na,na,na,139.199,na,na,na,72.386,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,23.528,na,na,na,na,na,na,43.306,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1983 H2,57.314,57.61,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.938,na,na,na,na,na,na,na,na,na,55.123,na,na,na,na,na,na,70.489,na,na,na,na,na,na,na,na,na,38.107,na,na,na,na,na,na,na,na,na,na,na,49.011,na,na,na,na,na,na,na,na,na,na,na,na,139.199,na,na,na,72.099,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,23.627,na,na,na,na,na,na,43.549,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1984 H1,58.662,58.745,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,85.192,na,na,na,na,na,na,na,na,na,55.855,na,na,na,na,na,na,70.308,na,na,na,na,na,na,na,na,na,41.884,na,na,na,na,na,na,na,na,na,na,na,50.977,na,na,na,na,na,na,na,na,na,na,na,na,139.199,na,na,na,73.115,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,24.397,na,na,na,na,na,na,46.241,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1984 H2,58.629,57.708,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.156,na,na,na,na,na,na,na,na,na,58.419,na,na,na,na,na,na,70.676,na,na,na,na,na,na,na,na,na,42.739,na,na,na,na,na,na,na,na,na,na,na,50.75,na,na,na,na,na,na,na,na,na,na,na,na,139.199,na,na,na,72.761,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,25.264,na,na,na,na,na,na,47.331,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1985 H1,58.909,57.618,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,82.966,na,na,na,na,na,na,na,na,na,58.996,na,na,na,na,na,na,70.76,na,na,na,na,na,na,na,na,na,42.955,na,na,na,na,na,na,na,na,na,na,na,53.156,na,na,na,na,na,na,na,na,na,na,na,na,127.856,na,na,na,72.575,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,25.378,na,na,na,na,na,na,47.518,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1985 H2,58.958,57.465,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,82.098,na,na,na,na,na,na,na,na,na,59.276,na,na,na,na,na,na,70.599,na,na,na,na,na,na,na,na,na,42.864,na,na,na,na,na,na,na,na,na,na,na,54.045,na,na,na,na,na,na,na,na,na,na,na,na,116.512,na,na,na,73.219,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,25.917,na,na,na,na,na,na,47.608,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1986 H1,58.293,56.942,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,80.902,na,na,na,na,na,na,na,na,na,58.106,na,na,na,na,na,na,70.65,na,na,na,na,na,na,na,na,na,42.809,na,na,na,na,na,na,na,na,na,na,na,51.655,na,na,na,na,na,na,na,na,na,na,na,na,116.512,na,na,na,73.774,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,27.301,na,na,na,na,na,na,47.754,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1986 H2,57.947,56.427,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,80.385,na,na,na,na,na,na,na,na,na,57.471,na,na,na,na,na,na,70.886,na,na,na,na,na,na,na,na,na,42.701,na,na,na,na,na,na,na,na,na,na,na,51.569,na,na,na,na,na,na,na,na,na,na,na,na,116.512,na,na,na,73.426,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,27.616,na,na,na,na,na,na,47.754,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1987 H1,58.152,56.479,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,80.573,na,na,na,na,na,na,na,na,na,56.705,na,na,na,na,na,na,70.964,na,na,na,na,na,na,na,na,na,43.008,na,na,na,na,na,na,na,na,na,na,na,52.02,na,na,na,na,na,na,na,na,na,na,na,na,116.846,na,na,na,73.727,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,27.766,na,na,na,na,na,na,49.806,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1987 H2,58.649,56.711,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,81.33,na,na,na,na,na,na,na,na,na,57.106,na,na,na,na,na,na,71.437,na,na,na,na,na,na,na,na,na,43.486,na,na,na,na,na,na,na,na,na,na,na,52.381,na,na,na,na,na,na,na,na,na,na,na,na,116.846,na,na,na,75.195,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,28.771,na,na,na,na,na,na,50.853,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1988 H1,59.065,57.081,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,83.377,na,na,na,na,na,na,na,na,na,56.781,na,na,na,na,na,na,71.848,na,na,na,na,na,na,na,na,na,43.817,na,na,na,na,na,na,na,na,na,na,na,52.704,na,na,na,na,na,na,na,na,na,na,na,na,116.846,na,na,na,76.378,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,29.849,na,na,na,na,na,na,51.101,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1988 H2,59.516,57.684,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.048,na,na,na,na,na,na,na,na,na,57.02,na,na,na,na,na,na,72.355,na,na,na,na,na,na,na,na,na,44.503,na,na,na,na,na,na,na,na,na,na,na,52.77,na,na,na,na,na,na,na,na,na,na,na,na,116.846,na,na,na,76.753,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,30.584,na,na,na,na,na,na,51.276,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
1989 H1,60.067,57.721,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,84.819,na,na,na,na,na,na,na,na,na,57.149,na,na,na,na,na,na,72.702,na,na,na,na,na,na,na,na,na,44.854,na,na,na,na,na,na,na,na,na,na,na,54.363,na,na,na,na,na,na,na,na,na,na,na,na,119.644,na,na,na,78.132,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,31.138,na,na,na,na,na,na,52.43,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
